timestamp,raw_ax,raw_ay,raw_az,raw_gx,raw_gy,raw_gz,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,accel_norm,gyro_norm
0.134792000,0.023581089,0.001096308,0.997973344,0.065282084,0.021753438,-0.070213310,0.231251485,0.010751107,9.786775298,0.001139387,0.000379669,-0.001225453,9.789512938,0.001715835
0.135781999,0.023696836,0.001166377,0.997928012,-0.034794420,0.057538033,-0.008499643,0.232386573,0.011438254,9.786330741,-0.000607277,0.001004228,-0.000148347,9.789096165,0.001182906
0.136817999,0.023758975,0.001177623,0.997994098,-0.138591439,0.087881200,0.059913930,0.232995955,0.011548539,9.786978823,-0.002418877,0.001533816,0.001045695,9.789758678,0.003049104
0.137812999,0.023726899,0.001092432,0.998182422,-0.202539578,0.104317747,0.079579167,0.232681392,0.010713099,9.788825647,-0.003534983,0.001820688,0.001388918,9.791596548,0.004211900
0.138757999,0.023623271,0.000918804,0.998469590,-0.198485777,0.105250530,0.040668320,0.231665146,0.009010387,9.791641800,-0.003464230,0.001836968,0.000709796,9.794386099,0.003984866
0.139750000,0.023508780,0.000712777,0.998770096,-0.136394873,0.104017571,-0.008608202,0.230542376,0.006989959,9.794588761,-0.002380540,0.001815449,-0.000150241,9.797304101,0.002997565
0.140743999,0.023415794,0.000535035,0.998998517,-0.068480715,0.104762658,-0.020101890,0.229630492,0.005246900,9.796828804,-0.001195214,0.001828453,-0.000350844,9.799521025,0.002212435
0.141740999,0.023343358,0.000437414,0.999104137,-0.049653888,0.097896099,0.017264003,0.228920141,0.004289569,9.797864585,-0.000866624,0.001708609,0.000301314,9.800539437,0.001939374
0.142773000,0.023267913,0.000459482,0.999113209,-0.083783828,0.082921773,0.077395931,0.228180282,0.004505975,9.797953549,-0.001462304,0.001447258,0.001350814,9.800611220,0.002461216
0.143722999,0.023168649,0.000633767,0.999078944,-0.123582341,0.072354443,0.120734543,0.227206828,0.006215135,9.797617531,-0.002156919,0.001262823,0.002107215,9.800253612,0.003269155
0.144708999,0.023047978,0.000960292,0.999007134,-0.119405553,0.077167138,0.125291526,0.226023449,0.009417244,9.796913308,-0.002084020,0.001346821,0.002186750,9.799524767,0.003307407
